"REF_DATE","GEO","DGUID","Principal statistics","Seasonal adjustment","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-07","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","75197697","","","","0"
"2017-08","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","75290360","","","","0"
"2017-09","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","74430409","","","","0"
"2017-10","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","75611139","","","","0"
"2017-11","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","76816513","","","","0"
"2017-12","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","75542653","","","","0"
"2017-01","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","71979226","","","","0"
"2017-02","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","73149575","","","","0"
"2017-03","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","74052704","","","","0"
"2017-04","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","74991332","","","","0"
"2017-05","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","75217309","","","","0"
"2017-06","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","75150999","","","","0"
"2017-07","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","75311726","","","","0"
"2017-08","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","75381290","","","","0"
"2017-09","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","74963799","","","","0"
"2017-10","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","76033720","","","","0"
"2017-11","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","76961049","","","","0"
"2017-12","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","77277850","","","","0"
"2017-01","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.44","","","","2"
"2017-02","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.51","","","","2"
"2017-03","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.31","","","","2"
"2017-04","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.47","","","","2"
"2017-05","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.30","","","","2"
"2017-06","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.30","","","","2"
"2017-07","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.51","","","","2"
"2017-08","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.34","","","","2"
"2017-09","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.35","","","","2"
"2017-10","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.37","","","","2"
"2017-11","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.33","","","","2"
"2017-12","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.45","","","","2"
"2017-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.34","","","","2"
"2017-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.36","","","","2"
"2017-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.38","","","","2"
"2017-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.38","","","","2"
"2017-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.37","","","","2"
"2017-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.40","","","","2"
"2017-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.43","","","","2"
"2017-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.40","","","","2"
"2017-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.39","","","","2"
"2017-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.41","","","","2"
"2017-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.38","","","","2"
"2017-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.38","","","","2"
"2017-01","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.48","","","","2"
"2017-02","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.51","","","","2"
"2017-03","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2017-04","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.50","","","","2"
"2017-05","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2017-06","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2017-07","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.51","","","","2"
"2017-08","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.45","","","","2"
"2017-09","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2017-10","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.45","","","","2"
"2017-11","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2017-12","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.48","","","","2"
"2017-01","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.45","","","","2"
"2017-02","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2017-03","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2017-04","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2017-05","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2017-06","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.47","","","","2"
"2017-07","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.48","","","","2"
"2017-08","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.47","","","","2"
"2017-09","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2017-10","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.47","","","","2"
"2017-11","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2017-12","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"


